2.232885121278640028e+00,5.741267885437500301e-02,2.187058593363679915e-01,1.409619373565660083e-01,1.000000000000000000e+00
2.227940313821159979e+00,8.760335104030199382e-02,2.295268885962550021e-01,1.681621215515400058e-01,2.000000000000000000e+00
1.771297862458979910e+00,6.168447301177899800e-02,2.208519962311270013e-01,1.447100738900700123e-01,3.000000000000000000e+00
1.770311579949870096e+00,7.812923867042159687e-02,2.236994305988720122e-01,1.606679895432590044e-01,4.000000000000000000e+00
1.767149347445329921e+00,1.016028384091160058e-01,2.336757803946450107e-01,1.849642719856230133e-01,5.000000000000000000e+00
1.294977891063459952e+00,8.331148259951419444e-02,2.205559411172000051e-01,1.655637954365269948e-01,6.000000000000000000e+00
1.284233887788940098e+00,1.345073513114289909e-01,2.554778152214319809e-01,2.273127686888860022e-01,7.000000000000000000e+00
1.047070598435889899e+00,1.054096835935089960e-01,2.360559646253120036e-01,1.999999575000619978e-01,8.000000000000000000e+00
1.038939935685889937e+00,1.385118470550079917e-01,2.692446780037079934e-01,2.442346025468860038e-01,9.000000000000000000e+00
1.029636510411199968e+00,1.731283672171760046e-01,2.978210943829959767e-01,2.759469397888579811e-01,1.000000000000000000e+01
8.589713268767940058e-01,1.278508658503099971e-01,2.652395918558240195e-01,2.353017832519249952e-01,1.100000000000000000e+01
8.477399783244270459e-01,1.917814168455140023e-01,3.169129649935230053e-01,2.889471119547650235e-01,1.200000000000000000e+01
7.650553060918989789e-01,1.481323666642510029e-01,2.653101078264459844e-01,2.282538305866060047e-01,1.300000000000000000e+01
7.515010914873549996e-01,1.746517871983900017e-01,2.918524558163549942e-01,2.581300940097570051e-01,1.400000000000000000e+01
7.394498167601309957e-01,2.112401074030539894e-01,3.096034402234820182e-01,2.769551352078369888e-01,1.500000000000000000e+01
2.204998362556330083e+00,5.650643146193599919e-02,2.192418648574590012e-01,1.328506563616390079e-01,1.000000000000000000e+00
2.197414990153410130e+00,8.760768647136850384e-02,2.274681675319799867e-01,1.579811457716970013e-01,2.000000000000000000e+00
1.747130776227830085e+00,6.315141379448430126e-02,2.150676116311759922e-01,1.381520194355869979e-01,3.000000000000000000e+00
1.742538537900339968e+00,7.874973510167179724e-02,2.189766339773439874e-01,1.523239605688009868e-01,4.000000000000000000e+00
1.739274408982840026e+00,1.043061082863659950e-01,2.286863291298500134e-01,1.761283096591939878e-01,5.000000000000000000e+00
1.273949344621190027e+00,8.263935661221939732e-02,2.160061004599390100e-01,1.568296353822120071e-01,6.000000000000000000e+00
1.262430930688730024e+00,1.351871483608609870e-01,2.524565424810240044e-01,2.223755154195820039e-01,7.000000000000000000e+00
1.029905673611479999e+00,1.007332075681799943e-01,2.296862786906889997e-01,1.845968884206299898e-01,8.000000000000000000e+00
1.022806595998920098e+00,1.339947860725939910e-01,2.637692084040569873e-01,2.352694222966139892e-01,9.000000000000000000e+00
1.015790931925909968e+00,1.700646741030119868e-01,2.931202595475150274e-01,2.696271241214590053e-01,1.000000000000000000e+01
8.465750558440380269e-01,1.214195383260159994e-01,2.622207914480200186e-01,2.240464193043149865e-01,1.100000000000000000e+01
8.333320180077600225e-01,1.867619994425100127e-01,3.226015907616979761e-01,2.908263506417639865e-01,1.200000000000000000e+01
7.531550280031960032e-01,1.382485460447969994e-01,2.616249377160940193e-01,2.101232208558410086e-01,1.300000000000000000e+01
