2.373861253583330111e+00,5.220416666666669731e-02,2.136305285833330070e-01,1.298225608333329895e-01,1.000000000000000000e+00
2.373262842166670161e+00,6.392000000000000459e-02,2.178169832500000125e-01,1.399052001666669931e-01,2.000000000000000000e+00
2.363945341727270222e+00,7.756181818181820398e-02,2.214308165454549893e-01,1.517729093636359938e-01,3.000000000000000000e+00
1.857211809899999899e+00,6.228899999999999715e-02,2.135007811999999894e-01,1.349785564000000049e-01,4.000000000000000000e+00
1.856022826000000014e+00,7.086800000000000044e-02,2.171894544000000093e-01,1.492232776000000094e-01,5.000000000000000000e+00
1.853862042000000043e+00,9.041636363636360030e-02,2.218604145454549925e-01,1.613744408181820023e-01,6.000000000000000000e+00
1.344355897833330094e+00,7.658666666666670564e-02,2.129854789166669982e-01,1.504462500833330107e-01,7.000000000000000000e+00
1.341396607749999914e+00,9.870500000000000107e-02,2.220566506666669937e-01,1.731651326666669988e-01,8.000000000000000000e+00
1.322352866272729965e+00,1.235554545454549957e-01,2.368111430000000017e-01,2.009281193636359986e-01,9.000000000000000000e+00
1.070359084545450035e+00,9.108636363636360422e-02,2.198681597272729993e-01,1.712354988181820081e-01,1.000000000000000000e+01
1.047520243545450036e+00,1.190127272727270064e-01,2.458828987272730082e-01,2.143343571818180082e-01,1.100000000000000000e+01
1.044108079818180101e+00,1.479900000000000104e-01,2.684427488181819754e-01,2.441105779999999947e-01,1.200000000000000000e+01
9.779553811250000228e-01,1.007524999999999948e-01,2.343677252499999919e-01,1.947469032499999919e-01,1.300000000000000000e+01
9.728373982500000405e-01,1.284666666666670065e-01,2.587259880833330250e-01,2.306113327500000088e-01,1.400000000000000000e+01
9.581036673333339637e-01,1.644224999999999992e-01,2.865356001666670149e-01,2.639368492499999941e-01,1.500000000000000000e+01
8.860457067500000505e-01,1.066716666666669977e-01,2.437471943333330004e-01,2.047422072500000023e-01,1.600000000000000000e+01
8.718621838181820349e-01,1.403863636363640033e-01,2.803713941818180011e-01,2.516679828181819789e-01,1.700000000000000000e+01
8.566035975000000358e-01,1.754650000000000098e-01,3.085290460999999818e-01,2.796072385999999743e-01,1.800000000000000000e+01
8.261854855000000386e-01,1.104699999999999988e-01,2.532386192000000147e-01,2.124600091000000135e-01,1.900000000000000000e+01
8.191891671818180010e-01,1.491945454545449967e-01,2.898848439090909723e-01,2.564646772727269819e-01,2.000000000000000000e+01
8.060527183000000262e-01,1.885280000000000011e-01,3.102621011000000206e-01,2.790931784999999832e-01,2.100000000000000000e+01
7.771948767999999896e-01,1.133019999999999999e-01,2.355769353000000121e-01,1.801158519000000124e-01,2.200000000000000000e+01
7.540601064444449886e-01,1.527488888888889895e-01,2.706821476666669835e-01,2.252460416666670073e-01,2.300000000000000000e+01
7.486286025454550463e-01,1.965336363636359940e-01,3.041626078181819959e-01,2.682951989090909817e-01,2.400000000000000000e+01
7.118805177999999456e-01,1.270920000000000105e-01,2.250071201999999937e-01,1.153570607999999942e-01,2.500000000000000000e+01
7.068320809999999454e-01,1.655729999999999980e-01,2.476033482999999980e-01,1.670680533999999995e-01,2.600000000000000000e+01
6.941738210000000242e-01,2.116059999999999885e-01,2.747683957000000010e-01,2.117004643000000019e-01,2.700000000000000000e+01
2.367399182833330062e+00,5.254006383333330310e-02,2.288095404999999916e-01,1.222591548333329947e-01,1.000000000000000000e+00
2.368142338749999798e+00,6.397399033333329987e-02,2.321927125000000092e-01,1.305795730833330115e-01,2.000000000000000000e+00
2.366532167666670183e+00,7.822413491666670160e-02,2.357196068333330119e-01,1.418690894999999896e-01,3.000000000000000000e+00
1.852274465100000045e+00,6.100056239999999963e-02,2.280352702000000009e-01,1.260524175999999941e-01,4.000000000000000000e+00
1.851202244454549950e+00,7.828917190909090440e-02,2.315382201818179941e-01,1.394033684545450125e-01,5.000000000000000000e+00
1.850877478099999918e+00,9.044439699999999582e-02,2.349621662999999971e-01,1.503183234999999895e-01,6.000000000000000000e+00
1.341505445199999924e+00,7.753266500000000061e-02,2.248009756000000081e-01,1.358520615999999903e-01,7.000000000000000000e+00
1.339338549181819937e+00,9.771098681818179976e-02,2.311017284545449912e-01,1.543901785454550035e-01,8.000000000000000000e+00
1.320670919000000110e+00,1.228017880909089976e-01,2.387930983636359916e-01,1.754578273636359931e-01,9.000000000000000000e+00
